bedrift,avdeling,telefon,bransje,org num
Heggstadmoen gjenvinningsstasjon,Trøndelag,917 54 000,['Renovasjon'],988964573.0
Metallco Stene AS,Viken,940 15 298,['Avfallsbehandling og -gjenvinning'],996692841.0
Bir Nyverdi AS,Vestland,55 27 77 00,['Renovasjon'],984504942.0
Norsk Gjenvinning Renovasjon AS,Vestfold og Telemark,,['Renovasjon'],997125916.0
Westco Miljø AS,Rogaland,,['Avfallsbehandling og -gjenvinning'],950632097.0
Øystein Vasaasen,Innlandet,62 54 37 00,['Renovasjon'],916923082.0
BIR Bedrift AS,Vestland,55 27 70 50,['Renovasjon'],980253937.0
Innherred Renovasjon IKS,Trøndelag,74 02 88 40,['Renovasjon'],971217391.0
Norscrap West AS,Vestland,56 15 72 00,['Avfallsbehandling og -gjenvinning'],984220847.0
VESAR,Vestfold og Telemark,33 35 43 80,['Renovasjon'],979281536.0
Stene Stål Gjenvinning AS,Viken,69 34 25 88,['Avfallsbehandling og -gjenvinning'],998824737.0
Norsirk AS,Oslo,400 04 201,['Renovasjon'],979736355.0
Returkraft AS,Agder,958 46 000,['Renovasjon'],991590463.0
Perpetuum Circuli AS,Troms og Finnmark,400 02 929,['Renovasjon'],984118848.0
Renovasjonen IKS,Rogaland,51 80 08 00,['Utleie og leasing'],989111736.0
Ålesundregionen Interkommunale Miljøselskap Iks,Møre og Romsdal,,['Renovasjon'],994717286.0
Sirkel Glass AS,Oslo,,['Renovasjon'],918102434.0
Veglo AS,Trøndelag,74 82 95 10,['Avfallsbehandling og -gjenvinning'],956702526.0
Hadeland og Ringerike Avfallsselskap AS,Viken,61 31 47 20,['Renovasjon'],966494816.0
Remiks Produksjon AS,Troms og Finnmark,77 60 19 00,['Renovasjon'],994900811.0
Follo Ren IKS,Viken,908 04 010,['Renovasjon'],975804569.0
Metallco Kabel AS,Viken,476 80 036,['Avfallsbehandling og -gjenvinning'],818673272.0
Remiks Husholdning AS,Troms og Finnmark,77 60 19 00,['Renovasjon'],994900579.0
Nyrstar Høyanger AS,Vestland,57 71 50 17,['Avfallsbehandling og -gjenvinning'],984333102.0
Agder Renovasjon gjenbruksbutikken,Agder,400 06 574,['Renovasjon'],997765494.0
Renovasjonen Egenregi AS,Rogaland,,['Renovasjon'],989190970.0
Isekk AS,Oslo,22 65 61 00,['Renovasjon'],999502873.0
Fana Stein & Gjenvinning AS,Vestland,55 11 87 00,['Renovasjon'],980348466.0
Løvås Transportfirma AS,Oslo,23 24 50 00,['Renovasjon'],975788628.0
Hias IKS,Innlandet,459 75 500,['Renovasjon'],947293265.0
Isak D Westgaard AS,Trøndelag,74 82 01 20,['Renovasjon'],917319693.0
Bir Husholdning AS,Vestland,55 27 77 00,['Renovasjon'],984505469.0
Iris Miljøtorg,Nordland,75 50 75 50,['Renovasjon'],967518190.0
HRS Miljø AS,Nordland,954 78 700,['Renovasjon'],986187596.0
Wergeland-Halsvik AS,Vestland,57 78 18 00,['Avfallsbehandling og -gjenvinning'],936482104.0
HIM Haugaland Interkommunale Miljøverk IKS,Rogaland,52 76 50 50,['Renovasjon'],970919910.0
Nordhordland og Gulen Interkommunale Renovasjonsselskap IKS,Vestland,56 34 33 10,['Renovasjon'],856167402.0
Øvre Romerike Avfallsselskap IKS (ØRAS),Viken,63 92 78 80,['Renovasjon'],971040610.0
Stokstad AS,Oslo,23 24 93 93,['Avfallsbehandling og -gjenvinning'],965096701.0
SIM,Vestland,53 45 78 50,['Renovasjon'],958284837.0
HRS Metallco AS,Troms og Finnmark,979 58 332,['Avfallsbehandling og -gjenvinning'],974683466.0
Ragn-Sells Dekkgjenvinning AS,Viken,,['Avfallsbehandling og -gjenvinning'],913753623.0
RIR - Romsdalshalvøya Interkommunale Renovasjonsselskap,Møre og Romsdal,71 21 34 50,['Avfallsbehandling og -gjenvinning'],971042656.0
GLØR,Innlandet,61 27 05 60,['Renovasjon'],971041692.0
Bjorstaddalen Næring AS,Vestfold og Telemark,35 58 35 60,['Renovasjon'],914335329.0
Iris Service AS,Nordland,75 50 75 50,['Renovasjon'],984019327.0
Norsk Spesialolje AS,Oslo,22 95 58 90,['Avfallsbehandling og -gjenvinning'],983716245.0
HRS Husholdning AS,Nordland,485 01 649,['Renovasjon'],992707607.0
Midtre Namdal Avfallsselskap IKS,Trøndelag,74 28 17 60,['Renovasjon'],957387969.0
Masternes Gjenvinning AS,Troms og Finnmark,911 08 150,['Renovasjon'],979128150.0
Lindum Oredalen AS,Viken,32 21 09 00,['Renovasjon'],989171798.0
Iris Produksjon AS,Nordland,75 50 75 50,['Renovasjon'],988931268.0
Norva24 Sørmiljø AS,Agder,38 00 04 90,['Avfallsbehandling og -gjenvinning'],915684092.0
Grønn Vekst,Agder,05673,['Renovasjon'],981711033.0
Reno-Vest Produksjon AS,Nordland,76 11 29 00,['Renovasjon'],912209571.0
Norsk Energigjenvinning AS,Agder,38 08 11 80,['Avfallsbehandling og -gjenvinning'],980963608.0
Humlekjær og Ødegaard AS,Viken,69 34 51 79,['Renovasjon'],944446400.0
Valdres Kommunale Renovasjon,Innlandet,61 36 38 66,['Renovasjon'],956351111.0
Riis Bilglass Molde (Auto 8-8 Årø Bil),Møre og Romsdal,09009,['Utleie og leasing'],929619803.0
Norsk Gjenvinning Industri AS avd Drammen,Viken,09600,['Avfallsbehandling og -gjenvinning'],952070533.0
Langeset Avfallsmottak,Viken,32 08 61 10,['Renovasjon'],951608629.0
Forus Energigjenvinning 2 AS,Rogaland,469 55 538,['Renovasjon'],993465224.0
Metallco NMF AS,Innlandet,478 80 887,['Avfallsbehandling og -gjenvinning'],981361431.0
NoMil Nordfjord Miljøverk,Vestland,57 00 94 00,['Renovasjon'],977549833.0
Glasopor,Oslo,23 17 39 80,['Avfallsbehandling og -gjenvinning'],961984491.0
Peter Løvaas Transport AS,Agder,952 10 500,['Transport'],980899756.0
Renovasjonen Næring AS,Rogaland,51 80 08 00,['Renovasjon'],989190865.0
Retura Midt AS,Trøndelag,72 48 67 70,['Renovasjon'],984018037.0
Retrans Midt AS,Trøndelag,,['Renovasjon'],920321941.0
Stensli Gjenvinning AS,Innlandet,468 15 000,['Avfallsbehandling og -gjenvinning'],876563622.0
Perpetuum Miljø AS,Troms og Finnmark,400 02 929,['Avfallsbehandling og -gjenvinning'],984118805.0
Irmat AS,Vestfold og Telemark,35 02 76 00,['Renovasjon'],984364458.0
Helgeland Avfallsforedling IKS,Nordland,75 19 82 00,['Renovasjon'],971140496.0
Fjellregionen Interkommunale Avfallsselskap as,Innlandet,62 49 48 00,['Renovasjon'],974429500.0
Franzefoss AS,Viken,67 15 20 00,['Hovedkontortjenester'],985312656.0
Leknes Miljøstasjon,Nordland,908 07 947,['Renovasjon'],971014407.0
Rimol Miljøpark AS,Trøndelag,974 76 500,['Avfallsbehandling og -gjenvinning'],914750164.0
Safeclean AS,Vestland,57 71 37 75,['Avfallsbehandling og -gjenvinning'],884620112.0
Senja Avfall Miljø AS,Troms og Finnmark,77 85 06 50,['Avfallsbehandling og -gjenvinning'],913230566.0
Noah Engadalen AS,Viken,,['Avfallsbehandling og -gjenvinning'],986962174.0
Metallco Trondheim AS,Oslo,,['Avfallsbehandling og -gjenvinning'],990078009.0
Indre Hordaland Miljøverk IKS,Vestland,56 52 99 00,['Renovasjon'],971155876.0
Retura IR AS,Trøndelag,74 02 88 40,['Renovasjon'],985711267.0
Tomwil Miljø AS,Oslo,22 90 67 60,['Renovasjon'],980901866.0
Norsk Gjenvinning M3 AS,Viken,,['Renovasjon'],998901227.0
Retura NT AS,Trøndelag,74 28 17 70,['Containere'],986850821.0
Senja Avfall,Troms og Finnmark,77 85 06 50,['Renovasjon'],931004816.0
Senja Avfall Næring AS,Troms og Finnmark,77 85 06 50,['Renovasjon'],988460400.0
Sunnfjord Miljøverk IKS,Vestland,907 26 214,['Avfallsbehandling og -gjenvinning'],970921915.0
Avfallsservice AS,Troms og Finnmark,77 77 00 00,['Renovasjon'],964180644.0
Kongsvinger Gjenvinningsstasjon,Innlandet,911 14 836,['Renovasjon'],870963882.0
Sunde Renovasjon & Gjenvinning AS,Vestfold og Telemark,35 95 68 80,['Renovasjon'],966405074.0
Fosen Renovasjon IKS,Trøndelag,73 85 85 90,['Renovasjon'],978669360.0
Ragn-Sells Havbruk AS,Vestland,55 10 43 00,['Renovasjon'],921823134.0
Retura IRIS AS,Nordland,75 50 75 60,['Renovasjon'],984019351.0
Green Yard AS,Agder,480 23 494,['Avfallsbehandling og -gjenvinning'],920802656.0
Vitek Miljø AS,Vestland,55 50 79 50,['Avfallsbehandling og -gjenvinning'],998596424.0
Vefas IKS,Troms og Finnmark,78 44 47 50,['Renovasjon'],977079403.0
Containerservice Ottersøy AS,Trøndelag,74 39 73 33,['Renovasjon'],997311388.0
Søir Husholdning AS,Innlandet,,['Renovasjon'],989018043.0
Søre Sunnmøre Reinhaldsverk IKS (SSR),Møre og Romsdal,70 00 70 50,['Renovasjon'],987570970.0
TRV Gruppen AS,Trøndelag,72 54 05 00,['Hovedkontortjenester'],984024924.0
Øst-Finnmark Avfallsselskap AS,Troms og Finnmark,,['Renovasjon'],921473346.0
Sunde Resirk AS,Vestland,57 66 35 50,['Avfallsbehandling og -gjenvinning'],995772604.0
Perpetuum Mobile AS,Troms og Finnmark,400 02 929,['Renovasjon'],979519613.0
Reno-Vest Bedrift AS,Nordland,76 11 29 00,['Renovasjon'],984175493.0
Envir AS,Vestland,917 28 296,['Avfallsbehandling og -gjenvinning'],920206425.0
Forus Energigjenvinning 1 AS,Rogaland,51 67 84 00,['Renovasjon'],922905452.0
FFF Hage og Miljø AS,Viken,31 29 26 30,['Renovasjon'],853326992.0
Østfold Gjenvinning AS,Viken,69 38 40 38,['Renovasjon'],943475393.0
IRS Miljø IKS,Agder,38 32 60 80,['Renovasjon'],995055244.0
Bingsa Gjenvinning Næring AS,Møre og Romsdal,,['Renovasjon'],923030891.0
Ncg-Noreko AS,Viken,69 23 33 40,['Avfallsbehandling og -gjenvinning'],976652398.0
Risør Tvedestrand Regionens Avfallsselskap RTA AS,Agder,37 14 36 00,['Renovasjon'],877540332.0
Recipo AS,Viken,,['Renovasjon'],919203935.0
Retura Helgeland AS,Nordland,950 90 999,['Renovasjon'],965515402.0
Lofoten Industri AS,Nordland,957 60 372,['Pleie- og omsorgstjenester'],919147857.0
Retur Næring AS,Viken,941 62 640,['Renovasjon'],921725256.0
Bir Infrastruktur AS,Vestland,55 27 77 00,['Renovasjon'],990766665.0
Renovasjonsselskapet for Farsund og Lyngdal AS,Agder,38 39 07 56,['Renovasjon'],987517999.0
Follo Truckutleie A/S,Viken,64 86 31 03,['Avfallsbehandling og -gjenvinning'],923667377.0
Agder Renovasjon Næring AS,Agder,37 05 88 15,['Renovasjon'],988609927.0
Maren Kommuneservice AS,Agder,38 27 26 00,['Renovasjon'],983564836.0
TWMA Norge AS,Vestland,56 34 31 30,['Avfallsbehandling og -gjenvinning'],991616969.0
Finnmark Miljøtjeneste AS,Troms og Finnmark,478 64 300,['Renovasjon'],976815394.0
Metallco Bergen AS,Vestland,55 34 17 70,['Avfallsbehandling og -gjenvinning'],889976322.0
"Indre Agder og Telemark Avfallsselskap IKS, Stormo",Vestfold og Telemark,35 94 94 40,['Renovasjon'],977500303.0
Renovest IKS,Vestfold og Telemark,35 06 80 00,['Renovasjon'],980018725.0
Volda og Ørsta Reinhaldsverk IKS,Møre og Romsdal,70 04 86 00,['Renovasjon'],984068085.0
Nes Miljøpark AS,Viken,,['Renovasjon'],919210605.0
Dalane Miljøverk AS,Rogaland,51 46 49 90,['Renovasjon'],922169063.0
Vefas Retur AS,Troms og Finnmark,78 44 47 50,['Renovasjon'],989694332.0
Lillesand og Birkenes Interkommunale Renovasjonsselskap LiBiR IKS,Agder,37 26 96 50,['Renovasjon'],870934432.0
Solør Renovasjon IKS,Innlandet,62 95 50 90,['Renovasjon'],970961747.0
Litra Containerservice AS,Innlandet,61 29 03 11,['Renovasjon'],992060867.0
Retura Glåma AS,Innlandet,815 00 321,['Renovasjon'],989237888.0
Øfas Husholdning AS,Troms og Finnmark,,['Renovasjon'],888321942.0
Velde Miljø AS,Rogaland,51 60 15 00,['Avfallsbehandling og -gjenvinning'],965459103.0
Norsk Metallgjenvinning AS,Oslo,924 47 380,['Avfallsbehandling og -gjenvinning'],976937139.0
Akershus Miljøfor AS,Viken,920 49 487,['Renovasjon'],966419016.0
Tenden Miljø AS,Vestland,478 64 000,['Renovasjon'],976484770.0
Årim AS,Møre og Romsdal,,['Renovasjon'],923030913.0
Tom Arne Sorknes,Innlandet,,['Storfehold'],988009822.0
Retura Vest AS,Vestland,916 53 579,['Renovasjon'],978683282.0
Ottem Resirk AS,Møre og Romsdal,,['Avfallsbehandling og -gjenvinning'],987511036.0
Rogaland Gjenvinning AS,Rogaland,400 04 090,['Avfallsbehandling og -gjenvinning'],919278897.0
Kopstad Massemottak AS,Viken,,['Renovasjon'],916368275.0
Kystmiljø AS,Trøndelag,72 44 16 70,['Renovasjon'],971220074.0
Isovator AS,Viken,32 25 09 60,['Avfallsbehandling og -gjenvinning'],974273845.0
Horisont Renovasjon AS,Innlandet,61 14 55 80,['Renovasjon'],919399252.0
BA Gjenvinning AS,Oslo,,['Avfallsbehandling og -gjenvinning'],932770504.0
Vestnes Renovasjon AS,Møre og Romsdal,,['Renovasjon'],925696579.0
Sikkerhetsmakulering AS,Vestfold og Telemark,22 81 40 00,['Renovasjon'],924965126.0
Leknes Containerservice AS,Vestland,55 92 42 83,['Renovasjon'],999628257.0
Retura HAF AS,Nordland,75 19 82 20,['Renovasjon'],985612153.0
Nocas AS,Viken,908 13 677,['Avfallsbehandling og -gjenvinning'],925854239.0
Retura Sør AS,Agder,38 17 76 76,['Renovasjon'],984560907.0
Maritime Waste Management AS,Møre og Romsdal,400 03 424,['Avfallsbehandling og -gjenvinning'],987062991.0
Indus Kjem Tekn Fabrikk A/S,Vestland,55 24 04 92,['Avfallsbehandling og -gjenvinning'],912963659.0
Renovasjonsservice AS,Rogaland,51 48 20 44,['Renovasjon'],929643658.0
Henriksen Oljetransport AS,Rogaland,,['Avfallsbehandling og -gjenvinning'],921415702.0
Svaaheia Avfall AS,Rogaland,51 46 51 00,['Renovasjon'],994985574.0
RIR Næring AS,Møre og Romsdal,71 21 34 50,['Renovasjon'],887670552.0
Harsco Metals Norway AS,Nordland,480 35 777,['Avfallsbehandling og -gjenvinning'],942453965.0
Nammo NAD AS,Trøndelag,72 49 70 80,['Avfallsbehandling og -gjenvinning'],959024022.0
Indre Østfold Gjenvinning AS,Viken,69 89 94 00,['Renovasjon'],988909246.0
Nofir AS,Nordland,75 50 75 50,['Renovasjon'],992695706.0
Norscrap Karmøy AS,Rogaland,52 82 33 00,['Avfallsbehandling og -gjenvinning'],985861560.0
HRS (Hålogaland Ressursselskap IKS),Nordland,76 92 20 00,['Renovasjon'],959019126.0
Ragn-Sells Miljøsanering AS,Viken,22 80 08 00,['Avfallsbehandling og -gjenvinning'],812763342.0
Røyken Grovfyllplass AS,Viken,31 29 26 30,['Renovasjon'],959771863.0
J O Moen Miljø AS,Møre og Romsdal,71 22 32 50,['Renovasjon'],980405419.0
Stranda Gjenvinning & Transport AS,Møre og Romsdal,,['Renovasjon'],915515789.0
Maren Miljøservice AS,Agder,,['Renovasjon'],883564812.0
Notodden Renovasjon & Gjenvinning A/S,Vestfold og Telemark,35 01 03 76,['Renovasjon'],965455205.0
SØIR,Innlandet,62 43 12 20,['Renovasjon'],977041341.0
Containerweb AS,Vestland,,['Renovasjon'],913531981.0
Reno-Vest IKS,Nordland,76 11 29 03,['Renovasjon'],971037202.0
Ng Oppstrømstransport AS,Viken,,['Renovasjon'],919328762.0
Sorknes Maskin og Landbruk AS,Innlandet,,['Renovasjon'],924331852.0
Brenden & Co Gjenvinning AS,Oslo,22 68 40 85,['Avfallsbehandling og -gjenvinning'],991999701.0
Rask AS,Troms og Finnmark,417 29 600,['Renovasjon'],992149876.0
Retura Søre Sunnmøre AS,Møre og Romsdal,70 04 86 10,['Renovasjon'],987578602.0
Miljøservice Vest AS,Rogaland,52 84 44 99,['Avfallsbehandling og -gjenvinning'],950827165.0
Hof Miljøservice AS,Vestfold og Telemark,33 05 82 23,['Avfallsbehandling og -gjenvinning'],921179995.0
Nk Transport AS,Vestfold og Telemark,919 21 269,['Renovasjon'],925751014.0
Jan Stenersen Transport AS,Vestfold og Telemark,35 09 02 45,['Avfallsbehandling og -gjenvinning'],880574442.0
Etne Containerservice AS,Vestland,917 24 665,['Renovasjon'],958260563.0
New West Gipsgjenvinning AS,Vestfold og Telemark,941 59 504,['Avfallsbehandling og -gjenvinning'],919328312.0
Norsk Gjenvinning Transport AS,Viken,947 97 096,['Renovasjon'],919328541.0
Him Transport AS,Rogaland,477 95 985,['Renovasjon'],919276126.0
Massebalanse Oslo AS,Viken,,['Avfallsbehandling og -gjenvinning'],916880006.0
Westco AS,Rogaland,51 88 51 88,['Eiendomsforvaltning og -utvikling'],921638248.0
Metallco EE Norge AS,Innlandet,61 18 76 90,['Avfallsbehandling og -gjenvinning'],980700984.0
Fønix Miljø AS,Vestfold og Telemark,934 12 264,['Renovasjon'],921160275.0
Rir Transport AS,Møre og Romsdal,,['Renovasjon'],919546018.0
Norsk Matretur AS,Viken,901 27 084,['Renovasjon'],990006431.0
Bingsa Gjenvinning AS,Møre og Romsdal,,['Hovedkontortjenester'],922025096.0
Magnus Narum AS,Viken,930 32 800,['Renovasjon'],951566853.0
Miljø Container AS,Rogaland,51 49 20 00,['Renovasjon'],915558097.0
Pål H Dobloug Maskin AS,Innlandet,976 95 600,['Renovasjon'],995699087.0
Erp Norway AS,Viken,,['Renovasjon'],995624095.0
B. Hansen Renovasjon AS,Agder,38 39 24 10,['Avfallsbehandling og -gjenvinning'],999556329.0
Lindum Sør AS,Agder,32 21 09 00,['Renovasjon'],915802184.0
Sædberg Metall AS,Agder,38 04 46 95,['Avfallsbehandling og -gjenvinning'],979776330.0
Rescandi Norge AS,Rogaland,934 36 403,['Renovasjon'],922422648.0
Bjorstaddalen Husholdning AS,Vestfold og Telemark,35 58 35 60,['Renovasjon'],914335388.0
Sjøgren Gjenvinning AS,Troms og Finnmark,953 03 535,['Avfallsbehandling og -gjenvinning'],993149969.0
Norsk Ombruk AS,Vestfold og Telemark,454 64 726,['Avfallsbehandling og -gjenvinning'],914139570.0
Søppelsekk AS,Trøndelag,73 60 40 80,['Renovasjon'],917144621.0
Bekkeseth AS,Viken,951 37 873,['Renovasjon'],994872222.0
Retur Renovasjon AS,Viken,,['Renovasjon'],914272467.0
Metallco Møre AS,Møre og Romsdal,922 03 075,['Avfallsbehandling og -gjenvinning'],980432890.0
Romsdal Gjenvinning AS,Møre og Romsdal,71 21 30 30,['Avfallsbehandling og -gjenvinning'],967686999.0
Avfall Sør Næring AS,Agder,,['Avfallsbehandling og -gjenvinning'],921837410.0
Xo Transport & Service AS,Viken,916 06 499,['Avfallsbehandling og -gjenvinning'],987396385.0
Norsk Gjenvinning (Røros Container og Miljø),Trøndelag,907 74 444,['Renovasjon'],991108297.0
Sumtrans AS,Vestland,903 61 675,['Renovasjon'],921260334.0
Arctic Waste Management AS,Troms og Finnmark,469 35 343,['Avfallsbehandling og -gjenvinning'],914208912.0
Heggvin Alun AS,Innlandet,,['Avfallsbehandling og -gjenvinning'],914513782.0
Grieg Green AS,Oslo,,['Avfallsbehandling og -gjenvinning'],995509601.0
Norsk Miljøindustri AS,Vestfold og Telemark,992 32 121,['Avfallsbehandling og -gjenvinning'],979446330.0
Christian Døhl AS,Vestfold og Telemark,906 99 915,['Renovasjon'],995146371.0
Funder Renovasjon,Viken,32 81 36 61,['Renovasjon'],897930242.0
Origo Skibotn AS,Troms og Finnmark,,['Renovasjon'],916584865.0
Delehuset AS,Innlandet,62 81 02 00,['Avfallsbehandling og -gjenvinning'],911948974.0
Finnmark Gjenvinning AS,Troms og Finnmark,78 44 00 66,['Avfallsbehandling og -gjenvinning'],979940475.0
Moholt Transport & Maskin AS,Trøndelag,,['Renovasjon'],917139261.0
Metallco Grenland AS,Vestfold og Telemark,35 54 80 00,['Avfallsbehandling og -gjenvinning'],917687994.0
Soltin AS,Rogaland,,['Shipping og sjøtransport'],996263452.0
HÅR - IKS  Hægebostad og Åseral Renovasjonsselskap,Agder,38 28 32 50,['Renovasjon'],979361475.0
Iveland Anlegg AS,Agder,977 00 950,['Renovasjon'],898199312.0
Gjenvinning Sør-Vest AS,Agder,38 33 13 50,['Avfallsbehandling og -gjenvinning'],980197492.0
Orkdal Gjenvinning AS,Trøndelag,905 94 004,['Avfallsbehandling og -gjenvinning'],817844952.0
Boas Dahl AS,Rogaland,,['Avfallsbehandling og -gjenvinning'],824650462.0
Reve Kompost AS,Rogaland,904 95 390,['Avfallsbehandling og -gjenvinning'],987739924.0
Nesodden Renovasjon AS,Viken,66 91 71 12,['Renovasjon'],960756010.0
Miljøkvalitet AS,Møre og Romsdal,478 65 000,['Renovasjon'],976934121.0
Miljøpunktet AS,Oslo,,['Renovasjon'],913285921.0
Bildemontering Ringerike AS,Viken,32 13 11 34,['Avfallsbehandling og -gjenvinning'],997443470.0
Reno-Vest Bremnes AS,Nordland,76 11 29 00,['Renovasjon'],812210432.0
Skien Containerservice AS,Vestfold og Telemark,35 59 02 56,['Renovasjon'],989867237.0
Suldal Renovasjon AS,Rogaland,916 29 730,['Renovasjon'],983252869.0
Stene Renovasjon AS,Rogaland,51 60 99 00,['Avfallsbehandling og -gjenvinning'],984117582.0
Hofmann Renotec AS,Viken,990 35 935,['Renovasjon'],992941103.0
Herstua Miljø AS,Viken,,['Avfallsbehandling og -gjenvinning'],999262767.0
Bjertnæs Renovasjon AS,Viken,416 25 441,['Renovasjon'],981585003.0
Grønn Vekst avd Notodden,Vestfold og Telemark,,['Renovasjon'],895542962.0
Kirkens Bymisjon Miljø AS,Oslo,911 41 352,['Avfallsbehandling og -gjenvinning'],821153042.0
Bergs Renovasjon og Containerservice AS,Innlandet,958 81 063,['Renovasjon'],962994822.0
Høyenergi AS,Vestfold og Telemark,,['Avfallsbehandling og -gjenvinning'],922103844.0
Norwegian Plastic Recycling AS,Trøndelag,,['Avfallsbehandling og -gjenvinning'],994926799.0
TAB Anlegg AS,Viken,,['Renovasjon'],987826363.0
Rmg Gjenvinning AS,Nordland,969 06 337,['Avfallsbehandling og -gjenvinning'],913907787.0
Movar Næring AS,Viken,69 26 21 10,['Renovasjon'],989372572.0
Sum Næring AS,Vestland,,['Renovasjon'],924553707.0
Batterigjenvinning AS,Oslo,,['Avfallsbehandling og -gjenvinning'],912783103.0
Katalysator Retur AS,Møre og Romsdal,,['Avfallsbehandling og -gjenvinning'],824427542.0
Ecofiber Recycling AS,Rogaland,484 84 375,['Avfallsbehandling og -gjenvinning'],916470673.0
Miljøgjenvinning AS,Trøndelag,905 55 599,['Bygg- og anleggsleverandører'],917198683.0
Runes Containerservice AS,Viken,900 45 920,['Containere'],980438740.0
Retroplast AS,Vestfold og Telemark,,['Renovasjon'],919665963.0
Nord-Jarlsberg Avfallsselskap IKS,Vestfold og Telemark,906 97 502,['Renovasjon'],851224882.0
Meldal Miljøanlegg AS,Trøndelag,,['Renovasjon'],983089887.0
Trysil Renovasjon og Containerutleie ANS,Innlandet,907 31 460,['Renovasjon'],970465618.0
Rr Miljø AS,Vestfold og Telemark,,['Renovasjon'],994294598.0
Bjorstaddalen Avfallsanlegg AS,Vestfold og Telemark,,['Renovasjon'],814257622.0
Oljevernet AS,Viken,930 67 414,['Avfallsbehandling og -gjenvinning'],918276076.0
Perpetuum AS,Troms og Finnmark,400 02 929,['Hovedkontortjenester'],984464045.0
Gretland Reno AS,Viken,,['Renovasjon'],822937322.0
Rh Renovasjon AS,Agder,,['Renovasjon'],926461664.0
Specon Miljø AS,Troms og Finnmark,77 06 18 67,['Avfallsbehandling og -gjenvinning'],989183796.0
Matjordprodusenten AS,Viken,924 82 808,['Renovasjon'],984567405.0
Bøstrand Miljø & Gjenvinning AS,Møre og Romsdal,,['Renovasjon'],923159339.0
Viking Gjenvinning AS,Møre og Romsdal,415 68 790,['Avfallsbehandling og -gjenvinning'],915071783.0
Rebatt AS,Viken,69 10 27 70,['Avfallsbehandling og -gjenvinning'],981322886.0
Iata Næring AS,Vestfold og Telemark,35 04 83 50,['Renovasjon'],891741642.0
Returolje AS,Vestland,,['Avfallsbehandling og -gjenvinning'],918605657.0
Kystavfall AS,Trøndelag,,['Renovasjon'],920926983.0
Nordic Metal Recycling,Oslo,,['Avfallsbehandling og -gjenvinning'],920798438.0
Norwegian Waste To Energy AS,Rogaland,917 32 232,['Avfallsbehandling og -gjenvinning'],982523125.0
Kjetil Jegleim AS,Viken,907 41 539,['Renovasjon'],892644012.0
Gundersen Transport AS,Vestfold og Telemark,913 93 650,['Renovasjon'],847611782.0
Miljøservice Averøy AS,Møre og Romsdal,908 99 075,['Avfallsbehandling og -gjenvinning'],997346157.0
Lier Billag AS,Viken,415 15 932,['Renovasjon'],995685221.0
Emballasjegjenvinning AS,Oslo,400 04 201,['Avfallsbehandling og -gjenvinning'],915244289.0
Meldgaard Recycling Norge AS,Viken,,['Avfallsbehandling og -gjenvinning'],917937389.0
Asak Massemottak AS,Viken,,['Renovasjon'],916368224.0
Recmet AS,Agder,917 00 063,['Avfallsbehandling og -gjenvinning'],924445009.0
Gipsgjenvinning AS,Viken,400 04 890,['Avfallsbehandling og -gjenvinning'],923266054.0
Jørgen Rasmussen Gruppen Norge AS,Oslo,,['Renovasjon'],912672980.0
Larsen Skraphandel AS,Viken,915 17 678,['Avfallsbehandling og -gjenvinning'],998826918.0
Returpunktet AS,Oslo,,['Avfallsbehandling og -gjenvinning'],913285964.0
Valdres Flishogging & Bioenergi AS,Innlandet,971 71 208,['Renovasjon'],895542512.0
Søir Næring AS,Innlandet,,['Renovasjon'],989018027.0
Namdal Container & Gjenvinning AS,Trøndelag,950 90 080,['Renovasjon'],918982892.0
Igland & Nyhaven Slam og Rørspylingas,Agder,904 09 476,['Renovasjon'],919712724.0
Rfl Innsamling og Transport AS,Agder,,['Renovasjon'],923559132.0
Batteriretur Høyenergi AS,Viken,,['Avfallsbehandling og -gjenvinning'],913997905.0
Grenland Containerservice - Torbjørn Myrland,Vestfold og Telemark,958 73 733,['Renovasjon'],998098831.0
Risbergseter Bil-Demontering AS,Innlandet,976 49 260,['Avfallsbehandling og -gjenvinning'],917640033.0
Lindum Egge AS,Viken,,['Renovasjon'],997047044.0
Fikripa,Viken,451 81 310,['Avfallsbehandling og -gjenvinning'],996420639.0
Nordmetall AS,Troms og Finnmark,905 33 301,['Avfallsbehandling og -gjenvinning'],990805822.0
Presis Gruppen AS,Vestland,55 39 55 00,['Hovedkontortjenester'],994057499.0
Asfalt og Betong Gjenvinning AS,Rogaland,,['Avfallsbehandling og -gjenvinning'],880704532.0
Avfall Sør Eiendom AS,Agder,,['Eiendomshandel og -utleie'],995695111.0
Polyfiber AS,Viken,906 91 456,['Avfallsbehandling og -gjenvinning'],974358433.0
Lunde Resirkulering AS,Rogaland,920 15 413,['Avfallsbehandling og -gjenvinning'],985321310.0
Holtet Kmt AS,Vestfold og Telemark,,['Renovasjon'],997073142.0
Vagle Returlager AS,Rogaland,971 29 788,['Avfallsbehandling og -gjenvinning'],920272231.0
Sola Miljø Container AS,Rogaland,,['Renovasjon'],971185678.0
Container og Massegjenvinning AS,Viken,,['Renovasjon'],912001148.0
Degermann Transport AS,Agder,906 11 730,['Renovasjon'],986877177.0
Kongsberg Miljødeponi AS,Viken,,['Renovasjon'],918368922.0
Bewi Circular AS,Trøndelag,,['Renovasjon'],922724369.0
Re-Organic AS,Viken,,['Renovasjon'],915880436.0
